abstract_sku,concrete_sku,name.en_US,name.de_DE,description.en_US,description.de_DE,is_searchable.en_US,is_searchable.de_DE,is_quantity_splittable
SPORTS193,SPORTS193C,"Domyos Non-Slip Yoga Toe Socks Adult","Domyos Non-Slip Yoga Toe Socks Adult","Domyos Non-Slip Yoga Toe Socks Adult | Grippy designed toe socks designed for gentle yoga, and all studio sessions!, Freedom for your feet & hygiene on your yoga mat.Toe socks to get your muscles working from head to toe! Grippy thanks to the silicone dots on the underside., Grip, Silicone dots under the foot and toes., Freedom of movement, Cotton-elastane toe socks to free up your toes.","Domyos Non-Slip Yoga Toe Socks Adult | Grippy designed toe socks designed for gentle yoga, and all studio sessions!, Freedom for your feet & hygiene on your yoga mat.Toe socks to get your muscles working from head to toe! Grippy thanks to the silicone dots on the underside., Grip, Silicone dots under the foot and toes., Freedom of movement, Cotton-elastane toe socks to free up your toes.",1,1,0
SPORTS194,SPORTS194C,"Women's waterproof mountain walking boots MH100 – Blue/Plum","Women's waterproof mountain walking boots MH100 – Blue/Plum","Women's waterproof mountain walking boots MH100 – Blue/Plum | The waterproof shoe made for occasional mountain walking, designed at the foot of the Mont Blanc!, Treat your feet to some comfort and protection, with cushioning along the entire length of the sole, a stone-guard to protect your toes and a waterproof membrane to keep them dry., Traction, Non-slip rubber outsole with 4mm gripping studs., Shock protection, Durable rubber guard to the forefoot., Waterproof, Waterproof and breathable membrane lining: your feet dry for 3h in all weather, Cushioning, Full-length cushioning thanks to an EVA midsole, Lightweight, 337 g in size 6","Women's waterproof mountain walking boots MH100 – Blue/Plum | The waterproof shoe made for occasional mountain walking, designed at the foot of the Mont Blanc!, Treat your feet to some comfort and protection, with cushioning along the entire length of the sole, a stone-guard to protect your toes and a waterproof membrane to keep them dry., Traction, Non-slip rubber outsole with 4mm gripping studs., Shock protection, Durable rubber guard to the forefoot., Waterproof, Waterproof and breathable membrane lining: your feet dry for 3h in all weather, Cushioning, Full-length cushioning thanks to an EVA midsole, Lightweight, 337 g in size 6",1,1,0
SPORTS195,SPORTS195C,"Kids' Football Socks F100 - Indigo Blue","Kids' Football Socks F100 - Indigo Blue","Kids' Football Socks F100 - Indigo Blue | Our teams created these F100 football socks for young beginners playing once or twice a week on dry pitches., An airy knit was used on the instep of the F100 sock to ensure that your child's foot can breathe in the boot., Ventilation, Ventilated area on the instep for improved ventilation., Lightweight, 48 g in size 12C/1.5., Moisture wicking, Use of polyester helps wick away perspiration., Durability, Product holds up to occasional use and light friction., Quick dry, Air dries quickly., Easy to maintain, Wash inside out at 40°C. Air dry only.","Kids' Football Socks F100 - Indigo Blue | Our teams created these F100 football socks for young beginners playing once or twice a week on dry pitches., An airy knit was used on the instep of the F100 sock to ensure that your child's foot can breathe in the boot., Ventilation, Ventilated area on the instep for improved ventilation., Lightweight, 48 g in size 12C/1.5., Moisture wicking, Use of polyester helps wick away perspiration., Durability, Product holds up to occasional use and light friction., Quick dry, Air dries quickly., Easy to maintain, Wash inside out at 40°C. Air dry only.",1,1,0
SPORTS196,SPORTS196C,"Quechua MH500 Waterproof Hiking Jacket Men's","Quechua MH500 Waterproof Hiking Jacket Men's","Quechua MH500 Waterproof Hiking Jacket Men's | At the foot of the Mont-Blanc, our team of enthusiasts designed this waterproof jacket to protect you during your regular mountain walks., A lightweight, light and breathable jacket that is more respectful of the environment. Its membrane protects you from the rain and wind in the mountains., Waterproof, Storm protection3 layer membrane,25,000 mm H²O mm (Schmerbers), Breathability, 29 cm side openings and component that wicks away perspiration (RET=6), Lightweight, Only 574 gr in size L, Freedom of movement, Stretch fabric with 13% elastane for freedom of movement, Anatomical design, Drawcord at the jacket hem, adjustable sleeves with coverage, adjustable hood., Pockets, 2 zipped hand pockets, 1 zipped inside pocket, 1 inside pocket, Compact design, Lightweight, compressible fabric to save weight and space in a backpack","Quechua MH500 Waterproof Hiking Jacket Men's | At the foot of the Mont-Blanc, our team of enthusiasts designed this waterproof jacket to protect you during your regular mountain walks., A lightweight, light and breathable jacket that is more respectful of the environment. Its membrane protects you from the rain and wind in the mountains., Waterproof, Storm protection3 layer membrane,25,000 mm H²O mm (Schmerbers), Breathability, 29 cm side openings and component that wicks away perspiration (RET=6), Lightweight, Only 574 gr in size L, Freedom of movement, Stretch fabric with 13% elastane for freedom of movement, Anatomical design, Drawcord at the jacket hem, adjustable sleeves with coverage, adjustable hood., Pockets, 2 zipped hand pockets, 1 zipped inside pocket, 1 inside pocket, Compact design, Lightweight, compressible fabric to save weight and space in a backpack",1,1,0
SPORTS197,SPORTS197C,"Forclaz Men's MT50 Synthetic Jacket","Forclaz Men's MT50 Synthetic Jacket","Forclaz Men's MT50 Synthetic Jacket | Our designers developed this padded jacket for your mountain outings in good weather., This comfortable padded jacket is the ideal solution for every season! Thanks to its compact size, it fits anywhere, so that you can keep yourself warm whenever you need., Warmth, Comfortable between 10°C and 0°C. Wadding with good fill power (100g/sqm)., User comfort, Protective tab on the zip of the stand-up collar at the chin, Pockets, 2 zipped pockets for securing your belongings, Easy to maintain, This padded jacket is easy to machine wash | Quick drying, Weight, This padded jacket weighs approximately 400 g in size L","Forclaz Men's MT50 Synthetic Jacket | Our designers developed this padded jacket for your mountain outings in good weather., This comfortable padded jacket is the ideal solution for every season! Thanks to its compact size, it fits anywhere, so that you can keep yourself warm whenever you need., Warmth, Comfortable between 10°C and 0°C. Wadding with good fill power (100g/sqm)., User comfort, Protective tab on the zip of the stand-up collar at the chin, Pockets, 2 zipped pockets for securing your belongings, Easy to maintain, This padded jacket is easy to machine wash | Quick drying, Weight, This padded jacket weighs approximately 400 g in size L",1,1,0
SPORTS198,SPORTS198C,"Kalenji Women's Running Rain Jacket","Kalenji Women's Running Rain Jacket","Kalenji Women's Running Rain Jacket | Our teams developed this water-repellent jacket so you can keep running even in drizzle by minimizing the negative effects of the rain., Jacket with distinctive looks: silvery-gray printed pattern, which shows up even more under the light., Water repellent, The main component makes water run off its surface without absorbing it., Pockets, 2 zipped pockets:, Ventilation, Vents under the arms and in the back for improved air flow., Freedom of movement, Slightly stretchy fabric on the sides for greater freedom of movement.","Kalenji Women's Running Rain Jacket | Our teams developed this water-repellent jacket so you can keep running even in drizzle by minimizing the negative effects of the rain., Jacket with distinctive looks: silvery-gray printed pattern, which shows up even more under the light., Water repellent, The main component makes water run off its surface without absorbing it., Pockets, 2 zipped pockets:, Ventilation, Vents under the arms and in the back for improved air flow., Freedom of movement, Slightly stretchy fabric on the sides for greater freedom of movement.",1,1,0
SPORTS199,SPORTS199C,"Forclaz Trek 500 Merino Wool Backpacking Tights Women's","Forclaz Trek 500 Merino Wool Backpacking Tights Women's","Forclaz Trek 500 Merino Wool Backpacking Tights Women's | Passionate backpackers, we created these reinforced Merino wool tights to give you comfort on chilly nights in bivouac or to keep you warm when backpacking., 1 pair of tights, several days, zero odor! Soft, durable and breathable, these wool tights maintain the right body temperature (in summer and winter), without retaining bad smells! Travel light!, Odor control, The Merino wool (86%) naturally helps prevent unpleasant odors., Warmth, Merino wool tights for extra warmth, 6.7 oz/m2., Moisture wicking, Mesh insert behind the knees for breathability and to keep you dry., Durability, Use of wool fiber surrounded by polyamide yarn for protection., Breathability, Merino wool is breathable and helps maintain the right body temperature., Weight, The tights weigh 8.7 oz in size S., Softness, Ultra-fine (18.5 microns), super soft merino wool. Non-itch.","Forclaz Trek 500 Merino Wool Backpacking Tights Women's | Passionate backpackers, we created these reinforced Merino wool tights to give you comfort on chilly nights in bivouac or to keep you warm when backpacking., 1 pair of tights, several days, zero odor! Soft, durable and breathable, these wool tights maintain the right body temperature (in summer and winter), without retaining bad smells! Travel light!, Odor control, The Merino wool (86%) naturally helps prevent unpleasant odors., Warmth, Merino wool tights for extra warmth, 6.7 oz/m2., Moisture wicking, Mesh insert behind the knees for breathability and to keep you dry., Durability, Use of wool fiber surrounded by polyamide yarn for protection., Breathability, Merino wool is breathable and helps maintain the right body temperature., Weight, The tights weigh 8.7 oz in size S., Softness, Ultra-fine (18.5 microns), super soft merino wool. Non-itch.",1,1,0
SPORTS200,SPORTS200C,"Men's MT500 2-in-1 modular and durable backpacking pantss","Men's MT500 2-in-1 modular and durable backpacking pantss","Men's MT500 2-in-1 modular and durable backpacking pantss | Our team of trekker-designers developed these 2-in-1 trousers that can be easily converted into shorts to quickly react to changes in the weather., You will love the many pockets (5) of these trousers, as well as their durability and comfort. What's more, they dry quickly., Durability, Durable fabric inserts. Ultra-durable COATS yarn for the assemblies, Freedom of movement, Stretch fabric at the seat, knees and lower legs, Quick dry, Synthetic fabrics used for their quick-drying properties, Versatility, Turns into shorts without having to remove your shoes thanks to the side zips, Water repellent, The front and rear reinforcement zones are water-repellent, Pockets, 5 pockets closed with a zip, Weight, These trousers weigh about 460g in size 44 (L)","Men's MT500 2-in-1 modular and durable backpacking pantss | Our team of trekker-designers developed these 2-in-1 trousers that can be easily converted into shorts to quickly react to changes in the weather., You will love the many pockets (5) of these trousers, as well as their durability and comfort. What's more, they dry quickly., Durability, Durable fabric inserts. Ultra-durable COATS yarn for the assemblies, Freedom of movement, Stretch fabric at the seat, knees and lower legs, Quick dry, Synthetic fabrics used for their quick-drying properties, Versatility, Turns into shorts without having to remove your shoes thanks to the side zips, Water repellent, The front and rear reinforcement zones are water-repellent, Pockets, 5 pockets closed with a zip, Weight, These trousers weigh about 460g in size 44 (L)",1,1,0
SPORTS201,SPORTS201C,"Nyamba 500, Pilates and Gentle Gym Slim-Fit T-Shirt, Women's","Nyamba 500, Pilates and Gentle Gym Slim-Fit T-Shirt, Women's","Nyamba 500, Pilates and Gentle Gym Slim-Fit T-Shirt, Women's | Our designers have developed this sports T-shirt for gentle gym and Pilates activities. This product was designed for moderate-intensity exercise., You'll love the quality of this slim-fit fitness T-shirt with a feminine neckline. Fabric specifically designed to keep you dry during your workouts., Softness, Lyocell adds incredible softness and fluidity to the fabric., Stretchy, The spandex in the fabric guarantees freedom of movement., Moisture wicking, Wicks moisture away from the skin.","Nyamba 500, Pilates and Gentle Gym Slim-Fit T-Shirt, Women's | Our designers have developed this sports T-shirt for gentle gym and Pilates activities. This product was designed for moderate-intensity exercise., You'll love the quality of this slim-fit fitness T-shirt with a feminine neckline. Fabric specifically designed to keep you dry during your workouts., Softness, Lyocell adds incredible softness and fluidity to the fabric., Stretchy, The spandex in the fabric guarantees freedom of movement., Moisture wicking, Wicks moisture away from the skin.",1,1,0
SPORTS202,SPORTS202C,"Kalenji Kokoon Adjustable Front Zip Sports Running Bra","Kalenji Kokoon Adjustable Front Zip Sports Running Bra","Kalenji Kokoon Adjustable Front Zip Sports Running Bra | This bra is made for women who seek optimal comfort during sports activities, and its design offers an unrivaled level of support., This bra is a real feat of technical prowess: You'll feel reassured, as though you're in a cocoon. You'll be surprised by the story of how this bra was designed..., Chest support, The Jog Kokoon bra reduces impacts to the chest by 35%., Easy to put on, Zipper closure, easy adjustment of straps on the front., Softness, Fabric is exceptionally soft on the skin.","Kalenji Kokoon Adjustable Front Zip Sports Running Bra | This bra is made for women who seek optimal comfort during sports activities, and its design offers an unrivaled level of support., This bra is a real feat of technical prowess: You'll feel reassured, as though you're in a cocoon. You'll be surprised by the story of how this bra was designed..., Chest support, The Jog Kokoon bra reduces impacts to the chest by 35%., Easy to put on, Zipper closure, easy adjustment of straps on the front., Softness, Fabric is exceptionally soft on the skin.",1,1,0
SPORTS203,SPORTS203C,"Fitness Bag 20L - Pink","Fitness Bag 20L - Pink","Fitness Bag 20L - Pink | Our passionate fitness team developed this sports bag for carrying your fitness outfit and gear to and from your workout., Ideal for workouts, you'll loves its top opening that provides easy access to your outfit., Volume, 20 litre capacity, Multiple compartments, Inner zip-up pocket., Easy to transport, Can be carried two ways, by the shoulder strap or the handles.","Fitness Bag 20L - Pink | Our passionate fitness team developed this sports bag for carrying your fitness outfit and gear to and from your workout., Ideal for workouts, you'll loves its top opening that provides easy access to your outfit., Volume, 20 litre capacity, Multiple compartments, Inner zip-up pocket., Easy to transport, Can be carried two ways, by the shoulder strap or the handles.",1,1,0
SPORTS204,SPORTS204C,"Women's Fitted Fitness Cardio T-Shirt - Dark Blue","Women's Fitted Fitness Cardio T-Shirt - Dark Blue","Women's Fitted Fitness Cardio T-Shirt - Dark Blue | A technical T-shirt with a curved shape and short sleeves for anyone doing a sports activity., With its curved shape that shows off your waist, and its short sleeves that keep your arms covered, this T-shirt really makes you look your best. What's more, its fabric is light and breathable!, Stretchy, Get moving! This tank top was designed for total freedom of movement., Moisture wicking, The breathable fabric dries quickly to keep you comfy while working out!, Lightweight, Maximum comfort from the lightweight, draping and stretchy fabric.","Women's Fitted Fitness Cardio T-Shirt - Dark Blue | A technical T-shirt with a curved shape and short sleeves for anyone doing a sports activity., With its curved shape that shows off your waist, and its short sleeves that keep your arms covered, this T-shirt really makes you look your best. What's more, its fabric is light and breathable!, Stretchy, Get moving! This tank top was designed for total freedom of movement., Moisture wicking, The breathable fabric dries quickly to keep you comfy while working out!, Lightweight, Maximum comfort from the lightweight, draping and stretchy fabric.",1,1,0
SPORTS205,SPORTS205C,"Quechua MH100 Hiking Waterproof Shoes Men's","Quechua MH100 Hiking Waterproof Shoes Men's","Quechua MH100 Hiking Waterproof Shoes Men's | We designed this waterproof mid-height shoe at the foot of Mont Blanc, for regular mountain hikes (3-6 hours, 6-12 miles, 2300 to 4000 foot altitude difference), These hiking shoes have all you need for the mountains: a sole with excellent grip, a good fit with its waterproof Mid-height upper, a protective stone guard at the front and full cushioning., Traction, Non-slip rubber outsole with 5 mm gripping studs., Shock protection, Durable rubber guard to the forefoot., Waterproof, Waterproof and breathable membrane lining: your feet dry for 3 h in all weather, Fit, High-rise upper. Locking hooks to restart the lacing between foot and ankle, Cushioning, Full length cushioning thanks to an EVA midsole., Lightweight, 15.5 oz per shoe in size 9.5 (EU 42.5)","Quechua MH100 Hiking Waterproof Shoes Men's | We designed this waterproof mid-height shoe at the foot of Mont Blanc, for regular mountain hikes (3-6 hours, 6-12 miles, 2300 to 4000 foot altitude difference), These hiking shoes have all you need for the mountains: a sole with excellent grip, a good fit with its waterproof Mid-height upper, a protective stone guard at the front and full cushioning., Traction, Non-slip rubber outsole with 5 mm gripping studs., Shock protection, Durable rubber guard to the forefoot., Waterproof, Waterproof and breathable membrane lining: your feet dry for 3 h in all weather, Fit, High-rise upper. Locking hooks to restart the lacing between foot and ankle, Cushioning, Full length cushioning thanks to an EVA midsole., Lightweight, 15.5 oz per shoe in size 9.5 (EU 42.5)",1,1,0
SPORTS206,SPORTS206C,"Men's Travel Trekking Zip-Off Cargo Trousers - Travel 100 Zip-Off - khaki","Men's Travel Trekking Zip-Off Cargo Trousers - Travel 100 Zip-Off - khaki","Men's Travel Trekking Zip-Off Cargo Trousers - Travel 100 Zip-Off - khaki | Our backpacker designers have designed these trousers so that you can travel the world with confidence, whatever the environment., Equipped with numerous pockets including 3 closing pockets these durable zip-off cargo pants which can be converted to shorts are perfect for taking on adventures & exploring world's different regions, Durability, Reinforced fabric stops tears from worsening & reduces accelerated wear & tear., Versatility, Converts into shorts to adapt to different climates when travelling, Pockets, 8 pockets, including 5 secure., Quick dry, Cotton and polyester blend that makes the fabric dry quicker., Anatomical design, Adjustable waist with a belt (removable if preferred)., Weight, These trousers weigh about 710 g in size L.","Men's Travel Trekking Zip-Off Cargo Trousers - Travel 100 Zip-Off - khaki | Our backpacker designers have designed these trousers so that you can travel the world with confidence, whatever the environment., Equipped with numerous pockets including 3 closing pockets these durable zip-off cargo pants which can be converted to shorts are perfect for taking on adventures & exploring world's different regions, Durability, Reinforced fabric stops tears from worsening & reduces accelerated wear & tear., Versatility, Converts into shorts to adapt to different climates when travelling, Pockets, 8 pockets, including 5 secure., Quick dry, Cotton and polyester blend that makes the fabric dry quicker., Anatomical design, Adjustable waist with a belt (removable if preferred)., Weight, These trousers weigh about 710 g in size L.",1,1,0
SPORTS207,SPORTS207C,"Triban Essential Bibless Padded Road Cycling Shorts Men's","Triban Essential Bibless Padded Road Cycling Shorts Men's","Triban Essential Bibless Padded Road Cycling Shorts Men's | We've designed these cycling shorts to help you make a smooth start to your road cycling experience. Say goodbye to irritation and give these shorts a try!, These bibless ESSENTIAL cycling shorts are perfect for staying comfortable with occasional use: soft, stretchy fabric and comfortable waistband, Seat comfort, Preformed foam pad., Moisture wicking, Breathable material for greater comfort., Freedom of movement, Stretch fabric ensures shorts stay comfortably in place at the waist and thighs.","Triban Essential Bibless Padded Road Cycling Shorts Men's | We've designed these cycling shorts to help you make a smooth start to your road cycling experience. Say goodbye to irritation and give these shorts a try!, These bibless ESSENTIAL cycling shorts are perfect for staying comfortable with occasional use: soft, stretchy fabric and comfortable waistband, Seat comfort, Preformed foam pad., Moisture wicking, Breathable material for greater comfort., Freedom of movement, Stretch fabric ensures shorts stay comfortably in place at the waist and thighs.",1,1,0
SPORTS208,SPORTS208C,"Forclaz Travel 100 Merino Wool Backpacking T-Shirt Women's","Forclaz Travel 100 Merino Wool Backpacking T-Shirt Women's","Forclaz Travel 100 Merino Wool Backpacking T-Shirt Women's | Our engineers developed this Merino wool T-shirt (70%) for traveling light and carrying relatively little clothing., This essential T-shirt will go with you everywhere on your travels. As it is made from majority Merino wool (70%), you can wear it for several days in a row without any bad odors., Odor control, The material reduces odors from perspiration. Laboratory test ISO 17299-3, Quick dry, The addition of a synthetic material accelerates drying (30% acrylic)., Weight, Jersey 5.5 oz/m²Merino wool 19.5 microns, Durability, The addition of a synthetic fiber reinforces the T-shirt's material., Moisture wicking, The fabric helps wick body moisture away.","Forclaz Travel 100 Merino Wool Backpacking T-Shirt Women's | Our engineers developed this Merino wool T-shirt (70%) for traveling light and carrying relatively little clothing., This essential T-shirt will go with you everywhere on your travels. As it is made from majority Merino wool (70%), you can wear it for several days in a row without any bad odors., Odor control, The material reduces odors from perspiration. Laboratory test ISO 17299-3, Quick dry, The addition of a synthetic material accelerates drying (30% acrylic)., Weight, Jersey 5.5 oz/m²Merino wool 19.5 microns, Durability, The addition of a synthetic fiber reinforces the T-shirt's material., Moisture wicking, The fabric helps wick body moisture away.",1,1,0
SPORTS209,SPORTS209C,"Women's Seamless Ski Base Layer Bottom - BL 580 I-Soft - Black/Purple","Women's Seamless Ski Base Layer Bottom - BL 580 I-Soft - Black/Purple","Women's Seamless Ski Base Layer Bottom - BL 580 I-Soft - Black/Purple | Developed for the skier who practices at average intensity (mild perspiration) looking for a comfortable and extremely soft second skin in cold weather., Enjoy the unparalleled comfort of an incredibly soft second skin thanks to the I-Soft technology (brushed fabric)., Moisture wicking, GOOD: smart body mapping for perspiration wicking and quick drying., Warmth, AVERAGE: built-in body mapping with a brushed component for increased warmth., Irritation reduction, Seamless Technology: fewer seams to reduce irritation.","Women's Seamless Ski Base Layer Bottom - BL 580 I-Soft - Black/Purple | Developed for the skier who practices at average intensity (mild perspiration) looking for a comfortable and extremely soft second skin in cold weather., Enjoy the unparalleled comfort of an incredibly soft second skin thanks to the I-Soft technology (brushed fabric)., Moisture wicking, GOOD: smart body mapping for perspiration wicking and quick drying., Warmth, AVERAGE: built-in body mapping with a brushed component for increased warmth., Irritation reduction, Seamless Technology: fewer seams to reduce irritation.",1,1,0
SPORTS210,SPORTS210C,"Artengo Dry 900 Cropped Tennis Pants Women's","Artengo Dry 900 Cropped Tennis Pants Women's","Artengo Dry 900 Cropped Tennis Pants Women's | Our passionate tennis team designed these tennis cropped bottoms for training and matches., These 3/4 bottoms will quickly become your best friend on the court thanks to their clever ball carrying system and their modern, feminine style., Freedom of movement, The stretchy main fabric moves with you., Ball transportation, Clever ball carrying system at the waist, Lightweight, These cropped bottoms have mesh inserts to make them more comfortable, Moisture wicking, As well as being light, mesh wicks away perspiration, Softness, The main fabric provides softness and comfort, Easy to maintain, Quick to wash and dry. These cropped bottoms do not need ironing.","Artengo Dry 900 Cropped Tennis Pants Women's | Our passionate tennis team designed these tennis cropped bottoms for training and matches., These 3/4 bottoms will quickly become your best friend on the court thanks to their clever ball carrying system and their modern, feminine style., Freedom of movement, The stretchy main fabric moves with you., Ball transportation, Clever ball carrying system at the waist, Lightweight, These cropped bottoms have mesh inserts to make them more comfortable, Moisture wicking, As well as being light, mesh wicks away perspiration, Softness, The main fabric provides softness and comfort, Easy to maintain, Quick to wash and dry. These cropped bottoms do not need ironing.",1,1,0
SPORTS211,SPORTS211C,"Two Tone Leggings Women's","Two Tone Leggings Women's","Two Tone Leggings Women's | These leggings were designed with our partners to ensure that climbers of all levels feel 100% free in their movements, whether they're climbing indoors or out., Climb in complete freedom, thanks to the stretch material, gusseted crotch and extra-flat waistband that is compatible with wearing a harness. The silicon print protects your knees from scrapes., Freedom of movement, Multidirectional stretchy fabric (10% spandex).Gusseted crotch., Durability, Reinforced with silicone at the knees., Moisture wicking, The fabric ensures good perspiration management and quick drying., Compatibility, Extra flat adjustable waistband and compatible with wearing a harness., Softness, The fabric on the inside is lightly brushed for greater comfort.","Two Tone Leggings Women's | These leggings were designed with our partners to ensure that climbers of all levels feel 100% free in their movements, whether they're climbing indoors or out., Climb in complete freedom, thanks to the stretch material, gusseted crotch and extra-flat waistband that is compatible with wearing a harness. The silicon print protects your knees from scrapes., Freedom of movement, Multidirectional stretchy fabric (10% spandex).Gusseted crotch., Durability, Reinforced with silicone at the knees., Moisture wicking, The fabric ensures good perspiration management and quick drying., Compatibility, Extra flat adjustable waistband and compatible with wearing a harness., Softness, The fabric on the inside is lightly brushed for greater comfort.",1,1,0
SPORTS212,SPORTS212C,"Women's Merino Wool Short-sleeved Trekking T-shirt MT500","Women's Merino Wool Short-sleeved Trekking T-shirt MT500","Women's Merino Wool Short-sleeved Trekking T-shirt MT500 | Travel light on the trails with this Merino wool t-shirt (89%). You will like the quick drying with its 160 g/sqm weight., The merino wool mesh fabric under the arms and at the back provides additional breathability in targeted areas., Odor control, The component limits perspiration odours. Laboratory test ISO 17299-3, Breathability, Mesh merino wool insert under the arms and on the back. 115 g/sqm, Abrasion resistant, For greater resistance, the wool yarn is surrounded with polyamide thread., Moisture wicking, The high absorption capacity of the wool removes the feeling of dampness, Freedom of movement, The naturally-occurring stretch properties of wool don't restrict your movements, Softness, Superfine merino wool (18.5 microns), very soft and pleasant to wear, Weight, This T-Shirt weighs 145 g in size M","Women's Merino Wool Short-sleeved Trekking T-shirt MT500 | Travel light on the trails with this Merino wool t-shirt (89%). You will like the quick drying with its 160 g/sqm weight., The merino wool mesh fabric under the arms and at the back provides additional breathability in targeted areas., Odor control, The component limits perspiration odours. Laboratory test ISO 17299-3, Breathability, Mesh merino wool insert under the arms and on the back. 115 g/sqm, Abrasion resistant, For greater resistance, the wool yarn is surrounded with polyamide thread., Moisture wicking, The high absorption capacity of the wool removes the feeling of dampness, Freedom of movement, The naturally-occurring stretch properties of wool don't restrict your movements, Softness, Superfine merino wool (18.5 microns), very soft and pleasant to wear, Weight, This T-Shirt weighs 145 g in size M",1,1,0
SPORTS213,SPORTS213C,"High-Support Zip-Front Fitness Bra 920 - Black","High-Support Zip-Front Fitness Bra 920 - Black","High-Support Zip-Front Fitness Bra 920 - Black | We designed this fitness sports bra for high-impact training: HIIT, cardio circuits, jumping, body attack. It is available in sizes XS to 5XL., We opted for a front zip to make this sports bra easy to put on. With adjustable straps and built-in foam padding, it's comfortable and suitable for larger cup sizes (XS to 5XL)., Chest support, HIGH: reduces bust movement by 44,0%* during high-impact activities., Moisture wicking, Breathable, quick drying fabric to keep you dry while training., Adjustable, Adjust the sports bra with the front zip or the adjustable straps., Stretchy, The fabric's elastane content provides ease during movement., Shaping, This sports bra has pads to enhance your bust.","High-Support Zip-Front Fitness Bra 920 - Black | We designed this fitness sports bra for high-impact training: HIIT, cardio circuits, jumping, body attack. It is available in sizes XS to 5XL., We opted for a front zip to make this sports bra easy to put on. With adjustable straps and built-in foam padding, it's comfortable and suitable for larger cup sizes (XS to 5XL)., Chest support, HIGH: reduces bust movement by 44,0%* during high-impact activities., Moisture wicking, Breathable, quick drying fabric to keep you dry while training., Adjustable, Adjust the sports bra with the front zip or the adjustable straps., Stretchy, The fabric's elastane content provides ease during movement., Shaping, This sports bra has pads to enhance your bust.",1,1,0
SPORTS214,SPORTS214C,"Quechua NH150 Escape Square 10L Hiking Backpack","Quechua NH150 Escape Square 10L Hiking Backpack",,,1,1,0
SPORTS215,SPORTS215C,"Forclaz Women's MT50 Synthetic Puffer Jacket","Forclaz Women's MT50 Synthetic Puffer Jacket","Forclaz Women's MT50 Synthetic Puffer Jacket | As mountain enthusiasts, we developed this padded jacket for hiking use. It was tested for optimum comfort between 0°C and 10°C when walking., Comfortable padded jacket, the ideal solution for every season! We love its two very practical zip pockets., Warmth, Comfortable between 10°C and -0°C. Wadding with good fill power (100g/sqm), Easy to transport, 2 zipped hand pockets to secure personal items, Windproof, Inside liner and cuffed sleeves: stops air getting inside, User comfort, Protective tab on the zip of the stand-up collar at the chin, Easy to maintain, This padded jacket filled with wadding is easy to machine wash. Quick drying, Weight, About 350g in size M","Forclaz Women's MT50 Synthetic Puffer Jacket | As mountain enthusiasts, we developed this padded jacket for hiking use. It was tested for optimum comfort between 0°C and 10°C when walking., Comfortable padded jacket, the ideal solution for every season! We love its two very practical zip pockets., Warmth, Comfortable between 10°C and -0°C. Wadding with good fill power (100g/sqm), Easy to transport, 2 zipped hand pockets to secure personal items, Windproof, Inside liner and cuffed sleeves: stops air getting inside, User comfort, Protective tab on the zip of the stand-up collar at the chin, Easy to maintain, This padded jacket filled with wadding is easy to machine wash. Quick drying, Weight, About 350g in size M",1,1,0
SPORTS216,SPORTS216C,"Forclaz Merino Wool Travel Backpacking Tank Top Women's","Forclaz Merino Wool Travel Backpacking Tank Top Women's","Forclaz Merino Wool Travel Backpacking Tank Top Women's | This Merino wool (62%) tank top will be your perfect companion for a summer trek. The wool’s properties reduce odours from perspiration., A reinforced Merino wool (62%) tank top to wear every season. Its material is comfortable and soft. There is a small concealed pocket on the side for keeping valuables., Odor control, The component limits perspiration odours. Laboratory test ISO 17299-3., Quick dry, The tank top dries quicker thanks to the synthetic material (27% acrylic), Durability, For greater resistance, the wool yarn is surrounded with polyamide thread., Breathability, Wool is breathable and can be worn in summer and winter, Softness, With its fine fibres (19 microns), Merino wool is pleasant to wear, Pockets, A discreet pocket on the side for carrying small valuables, Weight, This tank top weigh approximately 110 g in size M","Forclaz Merino Wool Travel Backpacking Tank Top Women's | This Merino wool (62%) tank top will be your perfect companion for a summer trek. The wool’s properties reduce odours from perspiration., A reinforced Merino wool (62%) tank top to wear every season. Its material is comfortable and soft. There is a small concealed pocket on the side for keeping valuables., Odor control, The component limits perspiration odours. Laboratory test ISO 17299-3., Quick dry, The tank top dries quicker thanks to the synthetic material (27% acrylic), Durability, For greater resistance, the wool yarn is surrounded with polyamide thread., Breathability, Wool is breathable and can be worn in summer and winter, Softness, With its fine fibres (19 microns), Merino wool is pleasant to wear, Pockets, A discreet pocket on the side for carrying small valuables, Weight, This tank top weigh approximately 110 g in size M",1,1,0
